day,p3,p15,p50,p85,p97
132,38.5,39.575,40.894,42.214,43.289
133,38.529,39.604,40.924,42.244,43.319
134,38.556,39.632,40.953,42.274,43.35
135,38.584,39.661,40.982,42.304,43.38
136,38.612,39.689,41.012,42.334,43.411
137,38.64,39.717,41.04,42.363,43.441
138,38.667,39.745,41.069,42.393,43.471
139,38.694,39.773,41.098,42.422,43.501
140,38.722,39.801,41.126,42.451,43.53
141,38.748,39.828,41.154,42.48,43.56
142,38.776,39.856,41.182,42.508,43.589
143,38.802,39.883,41.21,42.537,43.618
144,38.829,39.91,41.238,42.565,43.647
145,38.855,39.937,41.265,42.594,43.676
146,38.881,39.964,41.293,42.622,43.704
147,38.907,39.99,41.32,42.65,43.733
148,38.933,40.017,41.347,42.677,43.761
149,38.959,40.043,41.374,42.705,43.79
150,38.985,40.069,41.401,42.732,43.817
151,39.01,40.095,41.428,42.76,43.845
152,39.035,40.121,41.454,42.787,43.873
153,39.06,40.147,41.48,42.814,43.9
154,39.086,40.173,41.507,42.841,43.927
155,39.11,40.198,41.533,42.868,43.955
156,39.136,40.223,41.559,42.894,43.982
157,39.161,40.249,41.584,42.92,44.008
158,39.185,40.274,41.61,42.946,44.035
159,39.21,40.299,41.636,42.972,44.061
160,39.233,40.323,41.661,42.999,44.088
161,39.257,40.348,41.686,43.025,44.115
162,39.282,40.372,41.711,43.05,44.141
163,39.305,40.397,41.736,43.076,44.167
164,39.329,40.421,41.761,43.101,44.193
165,39.353,40.445,41.786,43.127,44.219
166,39.376,40.469,41.81,43.151,44.244
167,39.399,40.493,41.835,43.177,44.27
168,39.423,40.517,41.859,43.201,44.295
169,39.446,40.54,41.883,43.226,44.32
170,39.469,40.564,41.907,43.251,44.345
171,39.492,40.587,41.931,43.275,44.37
172,39.515,40.61,41.955,43.299,44.395
173,39.537,40.633,41.978,43.324,44.42
174,39.56,40.656,42.002,43.347,44.444
175,39.582,40.679,42.025,43.372,44.468
176,39.605,40.702,42.049,43.395,44.492
177,39.627,40.724,42.072,43.419,44.517
178,39.649,40.747,42.095,43.442,44.54
179,39.671,40.769,42.118,43.466,44.565
180,39.692,40.791,42.14,43.489,44.589
181,39.714,40.814,42.163,43.512,44.612
182,39.735,40.835,42.186,43.536,44.636
183,39.757,40.857,42.208,43.558,44.658
184,39.778,40.879,42.23,43.581,44.682
185,39.8,40.901,42.252,43.604,44.705
186,39.821,40.922,42.274,43.627,44.728
187,39.842,40.944,42.296,43.649,44.75
188,39.863,40.965,42.318,43.671,44.774
189,39.883,40.986,42.34,43.694,44.796
190,39.904,41.007,42.361,43.715,44.819
191,39.925,41.028,42.383,43.738,44.841
192,39.945,41.049,42.404,43.759,44.863
193,39.965,41.07,42.426,43.781,44.886
194,39.986,41.091,42.447,43.802,44.907
195,40.006,41.111,42.468,43.824,44.929
196,40.026,41.131,42.489,43.846,44.951
197,40.046,41.152,42.509,43.867,44.973
198,40.066,41.172,42.53,43.888,44.994
199,40.086,41.192,42.551,43.909,45.015
200,40.105,41.212,42.571,43.93,45.037
201,40.125,41.232,42.592,43.951,45.058
202,40.144,41.252,42.612,43.972,45.079
203,40.163,41.271,42.632,43.992,45.101
204,40.183,41.291,42.652,44.013,45.121
205,40.202,41.311,42.672,44.033,45.142
206,40.221,41.33,42.692,44.053,45.162
207,40.24,41.349,42.712,44.074,45.183
208,40.258,41.368,42.731,44.094,45.204
209,40.277,41.388,42.751,44.114,45.224
210,40.296,41.407,42.77,44.134,45.244
211,40.315,41.426,42.789,44.153,45.264
212,40.333,41.444,42.809,44.173,45.285
213,40.351,41.463,42.828,44.193,45.305
214,40.37,41.482,42.847,44.212,45.324
215,40.387,41.5,42.866,44.232,45.344
216,40.406,41.519,42.885,44.25,45.363
217,40.424,41.537,42.903,44.27,45.383
218,40.441,41.555,42.922,44.289,45.403
219,40.46,41.573,42.941,44.308,45.422
220,40.477,41.591,42.959,44.327,45.441
221,40.494,41.609,42.977,44.346,45.461
222,40.512,41.627,42.996,44.364,45.479
223,40.529,41.645,43.014,44.383,45.498
224,40.547,41.663,43.032,44.401,45.517
225,40.564,41.68,43.05,44.42,45.536
226,40.581,41.698,43.068,44.438,45.555
227,40.599,41.715,43.086,44.456,45.573
228,40.615,41.732,43.103,44.474,45.591
229,40.632,41.749,43.121,44.493,45.61
230,40.649,41.767,43.139,44.51,45.628
231,40.666,41.784,43.156,44.528,45.646
232,40.683,41.801,43.173,44.546,45.664
233,40.699,41.818,43.191,44.564,45.682
234,40.715,41.834,43.208,44.581,45.7
235,40.732,41.851,43.225,44.599,45.718
236,40.749,41.868,43.242,44.616,45.736
237,40.764,41.884,43.259,44.634,45.754
238,40.781,41.901,43.276,44.651,45.771
239,40.797,41.917,43.293,44.668,45.788
240,40.813,41.934,43.309,44.685,45.806
241,40.829,41.95,43.326,44.702,45.823
242,40.845,41.966,43.342,44.719,45.84
243,40.861,41.982,43.359,44.735,45.857
244,40.877,41.998,43.375,44.752,45.874
245,40.892,42.014,43.392,44.769,45.891
246,40.908,42.03,43.408,44.785,45.908
247,40.923,42.046,43.424,44.802,45.925
248,40.938,42.061,43.44,44.818,45.942
249,40.954,42.077,43.456,44.835,45.958
250,40.969,42.093,43.472,44.851,45.974
251,40.984,42.108,43.488,44.867,45.991
252,41,42.124,43.503,44.883,46.007
253,41.014,42.139,43.519,44.899,46.024
254,41.029,42.154,43.535,44.915,46.04
255,41.044,42.169,43.55,44.931,46.056
256,41.059,42.184,43.565,44.947,46.072
257,41.073,42.199,43.581,44.963,46.088
258,41.089,42.214,43.596,44.978,46.104
259,41.103,42.229,43.611,44.994,46.12
260,41.117,42.244,43.626,45.009,46.136
261,41.132,42.259,43.642,45.024,46.151
262,41.146,42.273,43.656,45.04,46.166
263,41.16,42.288,43.671,45.055,46.182
264,41.175,42.303,43.686,45.07,46.197
265,41.189,42.317,43.701,45.085,46.213
266,41.203,42.331,43.716,45.1,46.228
267,41.218,42.346,43.73,45.115,46.243
268,41.231,42.36,43.745,45.13,46.258
269,41.245,42.374,43.759,45.145,46.274
270,41.259,42.388,43.774,45.159,46.288
271,41.273,42.402,43.788,45.174,46.303
272,41.287,42.416,43.803,45.189,46.318
273,41.301,42.43,43.817,45.203,46.333
274,41.314,42.444,43.831,45.218,46.348
275,41.327,42.458,43.845,45.232,46.363
276,41.341,42.472,43.859,45.246,46.377
277,41.355,42.485,43.873,45.261,46.391
278,41.368,42.499,43.887,45.275,46.406
279,41.382,42.512,43.901,45.289,46.42
280,41.395,42.526,43.915,45.303,46.434
281,41.407,42.539,43.928,45.317,46.449
282,41.421,42.553,43.942,45.331,46.463
283,41.434,42.566,43.956,45.345,46.477
284,41.447,42.579,43.969,45.359,46.491
285,41.46,42.593,43.982,45.372,46.505
286,41.473,42.606,43.996,45.386,46.519
287,41.485,42.618,44.009,45.4,46.533
288,41.498,42.631,44.023,45.414,46.547
289,41.511,42.645,44.036,45.427,46.56
290,41.524,42.657,44.049,45.44,46.574
291,41.536,42.67,44.062,45.454,46.588
292,41.549,42.683,44.075,45.467,46.601
293,41.561,42.696,44.088,45.48,46.615
294,41.574,42.708,44.101,45.494,46.628
295,41.587,42.721,44.114,45.507,46.641
296,41.599,42.734,44.127,45.52,46.655
297,41.611,42.746,44.14,45.533,46.668
298,41.624,42.759,44.152,45.546,46.681
299,41.635,42.771,44.165,45.559,46.694
300,41.647,42.783,44.177,45.572,46.707
301,41.659,42.795,44.19,45.585,46.721
302,41.672,42.808,44.203,45.597,46.733
303,41.684,42.82,44.215,45.61,46.746
304,41.695,42.832,44.227,45.623,46.759
305,41.708,42.844,44.24,45.635,46.772
306,41.719,42.856,44.252,45.648,46.785
307,41.731,42.868,44.264,45.66,46.797
308,41.742,42.88,44.276,45.673,46.81
309,41.754,42.892,44.288,45.685,46.822
310,41.766,42.904,44.301,45.697,46.835
311,41.777,42.915,44.313,45.71,46.848
312,41.789,42.927,44.325,45.722,46.86
313,41.801,42.939,44.336,45.734,46.872
314,41.812,42.951,44.348,45.746,46.885
315,41.824,42.962,44.36,45.758,46.896
316,41.835,42.974,44.372,45.77,46.909
317,41.846,42.985,44.384,45.782,46.921
318,41.857,42.996,44.395,45.794,46.934
319,41.869,43.008,44.407,45.806,46.945
320,41.88,43.019,44.418,45.817,46.957
321,41.891,43.031,44.43,45.829,46.969
322,41.902,43.042,44.441,45.841,46.981
323,41.913,43.053,44.453,45.853,46.993
324,41.924,43.064,44.464,45.864,47.005
325,41.934,43.075,44.476,45.876,47.017
326,41.946,43.087,44.487,45.887,47.028
327,41.956,43.097,44.498,45.899,47.04
328,41.967,43.108,44.509,45.91,47.052
329,41.978,43.119,44.521,45.922,47.063
330,41.989,43.13,44.532,45.933,47.074
331,41.999,43.141,44.543,45.944,47.086
332,42.01,43.152,44.554,45.956,47.098
333,42.021,43.163,44.565,45.966,47.108
334,42.031,43.173,44.576,45.978,47.12
335,42.041,43.184,44.587,45.989,47.132
336,42.052,43.194,44.597,46,47.143
337,42.063,43.205,44.608,46.011,47.154
338,42.073,43.216,44.619,46.022,47.165
339,42.083,43.226,44.63,46.033,47.176
340,42.093,43.236,44.64,46.044,47.188
341,42.104,43.247,44.651,46.055,47.198
342,42.114,43.258,44.662,46.065,47.209
343,42.124,43.268,44.672,46.076,47.22
344,42.134,43.278,44.683,46.087,47.231
345,42.144,43.289,44.693,46.097,47.242
346,42.154,43.299,44.703,46.108,47.253
347,42.164,43.309,44.714,46.119,47.264
348,42.175,43.319,44.724,46.129,47.274
349,42.184,43.329,44.734,46.14,47.285
350,42.194,43.339,44.745,46.15,47.295
351,42.204,43.349,44.755,46.161,47.306
352,42.214,43.359,44.765,46.171,47.316
353,42.224,43.369,44.775,46.181,47.327
354,42.233,43.379,44.785,46.192,47.338
355,42.243,43.389,44.795,46.202,47.348
356,42.253,43.399,44.805,46.212,47.358
357,42.262,43.408,44.815,46.222,47.368
358,42.272,43.418,44.825,46.233,47.379
359,42.282,43.428,44.835,46.242,47.389
360,42.291,43.438,44.845,46.253,47.399
361,42.3,43.447,44.855,46.263,47.41
362,42.31,43.457,44.865,46.273,47.42
363,42.32,43.467,44.875,46.282,47.429
364,42.329,43.476,44.884,46.293,47.44
365,42.338,43.486,44.894,46.302,47.45
366,42.347,43.495,44.904,46.312,47.46
367,42.357,43.505,44.913,46.322,47.469
368,42.366,43.514,44.923,46.332,47.48
369,42.375,43.523,44.933,46.342,47.49
370,42.384,43.533,44.942,46.351,47.5
371,42.394,43.542,44.952,46.361,47.509
372,42.403,43.551,44.961,46.371,47.519
373,42.412,43.56,44.97,46.38,47.529
374,42.421,43.569,44.98,46.39,47.539
375,42.43,43.579,44.989,46.399,47.548
376,42.439,43.588,44.998,46.409,47.558
377,42.448,43.597,45.008,46.418,47.568
378,42.457,43.606,45.017,46.428,47.577
379,42.466,43.615,45.026,46.437,47.586
380,42.475,43.624,45.035,46.446,47.596
381,42.483,43.633,45.045,46.456,47.606
382,42.492,43.642,45.054,46.465,47.615
383,42.501,43.651,45.063,46.474,47.624
384,42.51,43.66,45.072,46.483,47.633
385,42.519,43.669,45.081,46.493,47.643
386,42.527,43.677,45.09,46.502,47.652
387,42.536,43.687,45.099,46.511,47.661
388,42.545,43.695,45.108,46.52,47.671
389,42.553,43.704,45.117,46.529,47.68
390,42.561,43.712,45.125,46.538,47.689
391,42.571,43.721,45.134,46.547,47.698
392,42.579,43.73,45.143,46.556,47.707
393,42.587,43.739,45.152,46.565,47.716
394,42.595,43.747,45.161,46.574,47.726
395,42.604,43.756,45.169,46.583,47.734
396,42.613,43.764,45.178,46.592,47.743
397,42.621,43.773,45.187,46.6,47.752
398,42.629,43.781,45.195,46.609,47.761
399,42.637,43.789,45.204,46.618,47.771
400,42.646,43.798,45.212,46.627,47.779
401,42.654,43.806,45.221,46.635,47.788
402,42.662,43.815,45.229,46.644,47.797
403,42.67,43.823,45.238,46.653,47.806
404,42.679,43.831,45.246,46.661,47.814
405,42.687,43.84,45.255,46.67,47.823
406,42.695,43.848,45.263,46.679,47.832
407,42.703,43.856,45.272,46.687,47.84
408,42.711,43.865,45.28,46.695,47.848
409,42.719,43.873,45.288,46.704,47.857
410,42.727,43.881,45.297,46.712,47.866
411,42.735,43.889,45.305,46.721,47.875
412,42.743,43.897,45.313,46.729,47.883
413,42.751,43.905,45.321,46.737,47.891
414,42.759,43.913,45.329,46.746,47.9
415,42.767,43.921,45.338,46.754,47.908
416,42.774,43.929,45.346,46.763,47.917
417,42.783,43.937,45.354,46.77,47.925
418,42.79,43.945,45.362,46.779,47.933
419,42.798,43.953,45.37,46.787,47.942
420,42.806,43.96,45.378,46.795,47.95
421,42.814,43.969,45.386,46.803,47.958
422,42.822,43.976,45.394,46.811,47.966
423,42.829,43.984,45.402,46.82,47.975
424,42.836,43.992,45.41,46.828,47.983
425,42.844,43.999,45.418,46.836,47.991
426,42.852,44.007,45.426,46.844,47.999
427,42.86,44.015,45.433,46.852,48.007
428,42.867,44.023,45.441,46.86,48.015
429,42.874,44.03,45.449,46.868,48.024
430,42.883,44.038,45.457,46.875,48.031
431,42.89,44.046,45.465,46.883,48.039
432,42.897,44.053,45.472,46.891,48.047
433,42.904,44.061,45.48,46.899,48.056
434,42.912,44.069,45.488,46.907,48.063
435,42.92,44.076,45.495,46.915,48.071
436,42.927,44.083,45.503,46.922,48.079
437,42.934,44.091,45.511,46.93,48.087
438,42.941,44.098,45.518,46.938,48.095
439,42.949,44.106,45.526,46.945,48.102
440,42.956,44.113,45.533,46.953,48.11
441,42.964,44.121,45.541,46.961,48.118
442,42.971,44.128,45.548,46.969,48.126
443,42.979,44.136,45.556,46.976,48.133
444,42.985,44.143,45.563,46.984,48.141
445,42.992,44.15,45.571,46.991,48.149
446,43,44.157,45.578,46.999,48.157
447,43.006,44.164,45.585,47.007,48.164
448,43.014,44.172,45.593,47.014,48.171
449,43.021,44.179,45.6,47.021,48.179
450,43.028,44.186,45.608,47.029,48.187
451,43.035,44.193,45.615,47.036,48.195
452,43.042,44.2,45.622,47.044,48.202
453,43.05,44.208,45.629,47.051,48.209
454,43.056,44.215,45.637,47.058,48.217
455,43.063,44.222,45.644,47.066,48.224
456,43.07,44.229,45.651,47.073,48.232
457,43.078,44.236,45.658,47.08,48.239
458,43.084,44.243,45.665,47.088,48.246
459,43.091,44.25,45.673,47.095,48.254
460,43.098,44.257,45.68,47.102,48.261
461,43.105,44.264,45.687,47.11,48.269
462,43.112,44.271,45.694,47.116,48.275
463,43.119,44.278,45.701,47.124,48.283
464,43.125,44.285,45.708,47.131,48.29
465,43.132,44.292,45.715,47.138,48.298
466,43.139,44.298,45.722,47.146,48.305
467,43.146,44.306,45.729,47.152,48.312
468,43.153,44.312,45.736,47.159,48.319
469,43.159,44.319,45.743,47.167,48.326
470,43.166,44.326,45.75,47.174,48.334
471,43.172,44.333,45.757,47.181,48.341
472,43.18,44.34,45.764,47.187,48.347
473,43.186,44.346,45.771,47.195,48.355
474,43.193,44.353,45.777,47.202,48.362
475,43.199,44.36,45.784,47.209,48.369
476,43.206,44.367,45.791,47.215,48.376
477,43.213,44.373,45.798,47.222,48.383
478,43.219,44.38,45.805,47.229,48.39
479,43.226,44.387,45.811,47.236,48.397
480,43.232,44.393,45.818,47.243,48.404
481,43.239,44.4,45.825,47.25,48.411
482,43.246,44.407,45.832,47.257,48.418
483,43.252,44.413,45.838,47.264,48.425
484,43.258,44.42,45.845,47.27,48.432
485,43.265,44.426,45.852,47.277,48.439
486,43.272,44.433,45.858,47.284,48.445
487,43.278,44.439,45.865,47.291,48.452
488,43.284,44.446,45.872,47.297,48.459
489,43.29,44.452,45.878,47.304,48.466
490,43.297,44.459,45.885,47.311,48.473
491,43.304,44.465,45.891,47.317,48.479
492,43.31,44.472,45.898,47.324,48.486
493,43.316,44.478,45.905,47.331,48.493
494,43.322,44.484,45.911,47.338,48.5
495,43.328,44.491,45.918,47.344,48.507
496,43.335,44.498,45.924,47.35,48.513
497,43.342,44.504,45.931,47.357,48.519
498,43.348,44.51,45.937,47.364,48.526
499,43.354,44.516,45.943,47.37,48.533
500,43.36,44.523,45.95,47.377,48.54
501,43.367,44.529,45.956,47.383,48.546
502,43.373,44.535,45.963,47.39,48.553
503,43.379,44.542,45.969,47.397,48.559
504,43.385,44.548,45.976,47.403,48.566
505,43.391,44.554,45.982,47.41,48.573
506,43.398,44.561,45.988,47.416,48.579
507,43.404,44.567,45.995,47.422,48.585
508,43.41,44.573,46.001,47.429,48.592
509,43.416,44.579,46.007,47.435,48.599
510,43.421,44.585,46.013,47.442,48.605
511,43.428,44.592,46.02,47.448,48.611
512,43.434,44.598,46.026,47.454,48.618
513,43.44,44.604,46.032,47.461,48.624
514,43.446,44.61,46.039,47.467,48.631
515,43.452,44.616,46.045,47.474,48.638
516,43.459,44.622,46.051,47.479,48.643
517,43.464,44.628,46.057,47.486,48.65
518,43.47,44.634,46.063,47.492,48.656
519,43.476,44.64,46.069,47.498,48.663
520,43.482,44.646,46.076,47.505,48.669
521,43.489,44.653,46.082,47.511,48.675
522,43.494,44.659,46.088,47.517,48.681
523,43.5,44.665,46.094,47.523,48.688
524,43.506,44.671,46.1,47.53,48.694
525,43.512,44.676,46.106,47.536,48.701
526,43.517,44.682,46.112,47.542,48.707
527,43.524,44.689,46.118,47.548,48.713
528,43.53,44.695,46.124,47.554,48.719
529,43.535,44.7,46.131,47.561,48.726
530,43.541,44.706,46.137,47.567,48.732
531,43.547,44.712,46.143,47.573,48.738
532,43.553,44.718,46.149,47.579,48.744
533,43.559,44.724,46.155,47.585,48.75
534,43.565,44.73,46.161,47.591,48.756
535,43.57,44.736,46.167,47.597,48.763
536,43.576,44.742,46.173,47.603,48.769
537,43.582,44.748,46.178,47.609,48.774
538,43.588,44.754,46.184,47.615,48.781
539,43.594,44.759,46.19,47.621,48.787
540,43.599,44.765,46.196,47.627,48.793
541,43.605,44.771,46.202,47.633,48.799
542,43.61,44.777,46.208,47.639,48.806
543,43.617,44.783,46.214,47.645,48.811
544,43.622,44.788,46.22,47.651,48.817
545,43.628,44.794,46.226,47.657,48.823
546,43.633,44.8,46.232,47.663,48.83
547,43.639,44.805,46.237,47.669,48.836
548,43.645,44.811,46.243,47.675,48.841
549,43.651,44.817,46.249,47.681,48.847
550,43.656,44.823,46.255,47.687,48.853
551,43.662,44.828,46.261,47.693,48.859
552,43.667,44.834,46.266,47.699,48.866
553,43.673,44.84,46.272,47.704,48.871
554,43.679,44.846,46.278,47.71,48.877
555,43.684,44.851,46.284,47.716,48.883
556,43.69,44.857,46.289,47.722,48.889
557,43.695,44.862,46.295,47.728,48.895
558,43.701,44.868,46.301,47.734,48.901
559,43.707,44.874,46.307,47.739,48.906
560,43.712,44.88,46.312,47.745,48.912
561,43.718,44.885,46.318,47.751,48.918
562,43.723,44.891,46.324,47.757,48.924
563,43.728,44.896,46.329,47.763,48.93
564,43.735,44.902,46.335,47.768,48.935
565,43.74,44.908,46.341,47.774,48.941
566,43.745,44.913,46.346,47.78,48.947
567,43.751,44.918,46.352,47.786,48.953
568,43.756,44.924,46.358,47.791,48.959
569,43.761,44.929,46.363,47.797,48.965
570,43.767,44.935,46.369,47.802,48.97
571,43.773,44.941,46.375,47.808,48.976
572,43.778,44.946,46.38,47.814,48.982
573,43.783,44.952,46.386,47.82,48.988
574,43.788,44.957,46.391,47.825,48.994
575,43.794,44.962,46.397,47.831,49
576,43.8,44.968,46.402,47.837,49.005
577,43.805,44.974,46.408,47.842,49.011
578,43.81,44.979,46.414,47.848,49.017
579,43.816,44.984,46.419,47.854,49.022
580,43.821,44.99,46.425,47.859,49.028
581,43.827,44.996,46.43,47.865,49.033
582,43.832,45.001,46.436,47.87,49.039
583,43.837,45.006,46.441,47.876,49.045
584,43.843,45.012,46.447,47.882,49.051
585,43.848,45.017,46.452,47.887,49.057
586,43.853,45.022,46.458,47.893,49.062
587,43.859,45.028,46.463,47.898,49.067
588,43.864,45.033,46.469,47.904,49.073
589,43.869,45.039,46.474,47.909,49.079
590,43.874,45.044,46.479,47.915,49.084
591,43.879,45.049,46.485,47.921,49.09
592,43.885,45.054,46.49,47.926,49.096
593,43.891,45.06,46.496,47.931,49.101
594,43.896,45.065,46.501,47.937,49.107
595,43.901,45.071,46.507,47.942,49.112
596,43.906,45.076,46.512,47.948,49.118
597,43.911,45.081,46.517,47.954,49.124
598,43.917,45.087,46.523,47.959,49.128
599,43.922,45.092,46.528,47.964,49.134
600,43.927,45.097,46.533,47.97,49.14
601,43.932,45.102,46.539,47.975,49.145
602,43.937,45.108,46.544,47.981,49.151
603,43.942,45.113,46.55,47.986,49.157
604,43.948,45.118,46.555,47.991,49.161
605,43.953,45.124,46.56,47.997,49.167
606,43.958,45.129,46.566,48.002,49.173
607,43.963,45.134,46.571,48.008,49.178
608,43.968,45.139,46.576,48.013,49.184
609,43.973,45.144,46.581,48.019,49.19
610,43.979,45.15,46.587,48.024,49.194
611,43.984,45.155,46.592,48.029,49.2
612,43.989,45.16,46.597,48.035,49.205
613,43.994,45.165,46.603,48.04,49.211
614,43.999,45.17,46.608,48.045,49.217
615,44.004,45.175,46.613,48.051,49.222
616,44.01,45.181,46.618,48.056,49.227
617,44.015,45.186,46.624,48.061,49.232
618,44.02,45.191,46.629,48.067,49.238
619,44.025,45.196,46.634,48.072,49.243
620,44.03,45.201,46.639,48.077,49.249
621,44.035,45.206,46.645,48.083,49.254
622,44.04,45.212,46.65,48.088,49.259
623,44.045,45.217,46.655,48.093,49.265
624,44.05,45.222,46.66,48.098,49.27
625,44.055,45.227,46.665,48.104,49.276
626,44.06,45.232,46.671,48.109,49.281
627,44.065,45.237,46.676,48.114,49.286
628,44.071,45.243,46.681,48.119,49.291
629,44.076,45.248,46.686,48.125,49.297
630,44.081,45.253,46.691,48.13,49.302
631,44.085,45.258,46.696,48.135,49.307
632,44.09,45.263,46.702,48.141,49.313
633,44.095,45.268,46.707,48.146,49.318
634,44.101,45.273,46.712,48.151,49.323
